"CO_month","datetime","CO_workingday","NO_temp","NO_atemp","NO_humidity","NO_windspeed","S_casual","S_registered","count","CO_hour","CO_day","CO_year","CO_season","CO_weather","CO_humidityQ","CO_tempQ","CO_atempQ","CO_windspeedQ","S_casualQ","S_registeredQ","CO_holiday","CN_school","NN_soleil","CN_soleilQ","NN_tendance_1","NN_tendance_2","CN_tendance_1Q","CN_tendance_2Q","S_rateregis","S_rateregisQ"
"March",2012-03-17 22:00:00,"0",22.14,25.76,68,0,58,153,211,"22","Saturday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","[0,7]","(49,367]","(118,222]",0,0,-31.2843296808189,"[-74.5,-28]",2.44652123402607,441,"(2.31,2.45]","(433,501]",0.725118483412322,"(0.717,0.77]"
"March",2012-03-17 23:00:00,"0",20.5,24.24,77,11.0014,34,151,185,"23","Saturday","2012","Printemps","Beau temps","(62,77]","(13.9,20.5]","(16.7,24.2]","(7,13]","(17,49]","(118,222]",0,0,-40.834780841885,"[-74.5,-28]",2.44652123402607,441,"(2.31,2.45]","(433,501]",0.816216216216216,"(0.77,0.817]"
"March",2012-03-18 00:00:00,"0",18.86,22.725,88,12.998,27,80,107,"0","Sunday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","(17,49]","(36,118]",0,0,-48.1177259224252,"[-74.5,-28]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.747663551401869,"(0.717,0.77]"
"March",2012-03-18 01:00:00,"0",18.86,22.725,82,8.9981,25,88,113,"1","Sunday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","(17,49]","(36,118]",0,0,-51.7214877003318,"[-74.5,-28]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.778761061946903,"(0.77,0.817]"
"March",2012-03-18 02:00:00,"0",18.86,22.725,82,7.0015,15,41,56,"2","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","(4,17]","(36,118]",0,0,-50.5860666273096,"[-74.5,-28]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.732142857142857,"(0.717,0.77]"
"March",2012-03-18 03:00:00,"0",18.04,21.97,88,8.9981,3,15,18,"3","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","[0,4]","[0,36]",0,0,-45.0776104309316,"[-74.5,-28]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.833333333333333,"(0.817,0.855]"
"March",2012-03-18 04:00:00,"0",17.22,21.21,94,11.0014,6,8,14,"4","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","(4,17]","[0,36]",0,0,-36.5731000064197,"[-74.5,-28]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.571428571428571,"[0,0.641]"
"March",2012-03-18 05:00:00,"0",16.4,20.455,94,7.0015,0,6,6,"5","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-26.3317295526988,"(-28,1.01]",2.44652123402607,442,"(2.31,2.45]","(433,501]",1,"(0.986,1]"
"March",2012-03-18 06:00:00,"0",16.4,20.455,94,7.0015,2,9,11,"6","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-15.1644863484741,"(-28,1.01]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.818181818181818,"(0.817,0.855]"
"March",2012-03-18 07:00:00,"0",17.22,21.21,88,11.0014,17,25,42,"7","Sunday","2012","Printemps","Pluvieux (-)","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","(4,17]","[0,36]",0,0,-3.57246968971236,"(-28,1.01]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.595238095238095,"[0,0.641]"
"March",2012-03-18 08:00:00,"0",17.22,21.21,88,7.0015,25,71,96,"8","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","(17,49]","(36,118]",0,0,8.19565730026352,"(1.01,28.9]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.739583333333333,"(0.717,0.77]"
"March",2012-03-18 09:00:00,"0",17.22,21.21,88,6.0032,65,113,178,"9","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","(49,367]","(36,118]",0,0,19.5343733734463,"(1.01,28.9]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.634831460674157,"[0,0.641]"
"March",2012-03-18 10:00:00,"0",17.22,21.21,88,7.0015,139,212,351,"10","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","(49,367]","(118,222]",0,0,30.2459887573479,"(28.9,74.4]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.603988603988604,"[0,0.641]"
"March",2012-03-18 11:00:00,"0",18.04,21.97,82,11.0014,129,239,368,"11","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","(49,367]","(222,886]",0,0,39.6750088834187,"(28.9,74.4]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.64945652173913,"(0.641,0.717]"
"March",2012-03-18 12:00:00,"0",18.04,21.97,88,8.9981,222,281,503,"12","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","(49,367]","(222,886]",0,0,46.8233250703257,"(28.9,74.4]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.558648111332008,"[0,0.641]"
"March",2012-03-18 13:00:00,"0",18.86,22.725,82,11.0014,198,346,544,"13","Sunday","2012","Printemps","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","(49,367]","(222,886]",0,0,50.3490379728291,"(28.9,74.4]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.636029411764706,"[0,0.641]"
"March",2012-03-18 14:00:00,"0",20.5,24.24,77,6.0032,218,303,521,"14","Sunday","2012","Printemps","Nuageux","(62,77]","(13.9,20.5]","(16.7,24.2]","[0,7]","(49,367]","(222,886]",0,0,49.2667182666713,"(28.9,74.4]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.581573896353167,"[0,0.641]"
"March",2012-03-18 15:00:00,"0",22.14,25.76,68,6.0032,240,314,554,"15","Sunday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","[0,7]","(49,367]","(222,886]",0,0,43.9095167125804,"(28.9,74.4]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.566787003610108,"[0,0.641]"
"March",2012-03-18 16:00:00,"0",22.14,25.76,73,6.0032,229,312,541,"16","Sunday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","[0,7]","(49,367]","(222,886]",0,0,35.5669511085445,"(28.9,74.4]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.576709796672828,"[0,0.641]"
"March",2012-03-18 17:00:00,"0",22.96,26.515,64,6.0032,233,308,541,"17","Sunday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","[0,7]","(49,367]","(222,886]",0,0,25.4578241987974,"(1.01,28.9]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.569316081330869,"[0,0.641]"
"March",2012-03-18 18:00:00,"0",22.96,26.515,64,11.0014,165,294,459,"18","Sunday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","(7,13]","(49,367]","(222,886]",0,0,14.3991371710697,"(1.01,28.9]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.640522875816993,"[0,0.641]"
"March",2012-03-18 19:00:00,"0",22.96,26.515,64,11.0014,118,234,352,"19","Sunday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","(7,13]","(49,367]","(222,886]",0,0,3.02268929086478,"(1.01,28.9]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.664772727272727,"(0.641,0.717]"
"March",2012-03-18 20:00:00,"0",21.32,25,77,8.9981,59,139,198,"20","Sunday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","(7,13]","(49,367]","(118,222]",0,0,-8.8585698746751,"(-28,1.01]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.702020202020202,"(0.641,0.717]"
"March",2012-03-18 21:00:00,"0",21.32,25,72,6.0032,44,129,173,"21","Sunday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","[0,7]","(17,49]","(118,222]",0,0,-20.2736585817836,"(-28,1.01]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.745664739884393,"(0.717,0.77]"
"March",2012-03-18 22:00:00,"0",20.5,24.24,77,7.0015,21,79,100,"22","Sunday","2012","Printemps","Beau temps","(62,77]","(13.9,20.5]","(16.7,24.2]","[0,7]","(17,49]","(36,118]",0,0,-31.0468232632791,"[-74.5,-28]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.79,"(0.77,0.817]"
"March",2012-03-18 23:00:00,"0",19.68,23.485,82,11.0014,7,39,46,"23","Sunday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","(4,17]","(36,118]",0,0,-40.5528313648116,"[-74.5,-28]",2.44652123402607,442,"(2.31,2.45]","(433,501]",0.847826086956522,"(0.817,0.855]"
"March",2012-03-19 00:00:00,"1",19.68,23.485,82,7.0015,4,19,23,"0","Monday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-47.7792480188309,"[-74.5,-28]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.826086956521739,"(0.817,0.855]"
"March",2012-03-19 01:00:00,"1",18.86,22.725,88,7.0015,0,15,15,"1","Monday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-51.3338774577349,"[-74.5,-28]",2.44652123402607,443,"(2.31,2.45]","(433,501]",1,"(0.986,1]"
"March",2012-03-19 02:00:00,"1",18.86,22.725,88,11.0014,1,7,8,"2","Monday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","[0,4]","[0,36]",0,0,-50.1844439409896,"[-74.5,-28]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.875,"(0.855,0.889]"
"March",2012-03-19 03:00:00,"1",18.86,22.725,88,6.0032,0,2,2,"3","Monday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-44.6958298023119,"[-74.5,-28]",2.44652123402607,443,"(2.31,2.45]","(433,501]",1,"(0.986,1]"
"March",2012-03-19 04:00:00,"1",18.04,21.97,94,0,0,3,3,"4","Monday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-36.2210420401752,"[-74.5,-28]",2.44652123402607,443,"(2.31,2.45]","(433,501]",1,"(0.986,1]"
"March",2012-03-19 05:00:00,"1",18.04,21.97,94,0,0,31,31,"5","Monday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-26.0043164685635,"(-28,1.01]",2.44652123402607,443,"(2.31,2.45]","(433,501]",1,"(0.986,1]"
"March",2012-03-19 06:00:00,"1",18.86,22.725,88,8.9981,2,118,120,"6","Monday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","[0,4]","(36,118]",0,0,-14.8526557260827,"(-28,1.01]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.983333333333333,"(0.953,0.986]"
"March",2012-03-19 07:00:00,"1",18.86,22.725,88,12.998,25,329,354,"7","Monday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","(17,49]","(222,886]",0,0,-3.26703880209829,"(-28,1.01]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.929378531073446,"(0.923,0.953]"
"March",2012-03-19 08:00:00,"1",18.86,22.725,88,7.0015,16,563,579,"8","Monday","2012","Printemps","Beau temps","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","(4,17]","(222,886]",0,0,8.50006087807305,"(1.01,28.9]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.972366148531952,"(0.953,0.986]"
"March",2012-03-19 09:00:00,"1",20.5,24.24,72,11.0014,55,276,331,"9","Monday","2012","Printemps","Beau temps","(62,77]","(13.9,20.5]","(16.7,24.2]","(7,13]","(49,367]","(222,886]",0,0,19.8527582488431,"(1.01,28.9]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.833836858006042,"(0.817,0.855]"
"March",2012-03-19 10:00:00,"1",21.32,25,72,8.9981,56,128,184,"10","Monday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","(7,13]","(49,367]","(118,222]",0,0,30.5851269435383,"(28.9,74.4]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.695652173913043,"(0.641,0.717]"
"March",2012-03-19 11:00:00,"1",22.96,26.515,68,11.0014,56,145,201,"11","Monday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","(7,13]","(49,367]","(118,222]",0,0,40.0421263525498,"(28.9,74.4]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.721393034825871,"(0.717,0.77]"
"March",2012-03-19 12:00:00,"1",24.6,30.305,64,16.9979,71,211,282,"12","Monday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","(13,17]","(49,367]","(118,222]",0,0,47.2175288321242,"(28.9,74.4]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.74822695035461,"(0.717,0.77]"
"March",2012-03-19 13:00:00,"1",25.42,30.305,61,16.9979,69,194,263,"13","Monday","2012","Printemps","Beau temps","(47,62]","(20.5,26.2]","(24.2,31.1]","(13,17]","(49,367]","(118,222]",0,0,50.7491125116353,"(28.9,74.4]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.737642585551331,"(0.717,0.77]"
"March",2012-03-19 14:00:00,"1",26.24,31.06,57,12.998,60,200,260,"14","Monday","2012","Printemps","Nuageux","(47,62]","(20.5,26.2]","(24.2,31.1]","(7,13]","(49,367]","(118,222]",0,0,49.63471869231,"(28.9,74.4]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.769230769230769,"(0.717,0.77]"
"March",2012-03-19 15:00:00,"1",26.24,31.06,57,15.0013,97,189,286,"15","Monday","2012","Printemps","Beau temps","(47,62]","(20.5,26.2]","(24.2,31.1]","(13,17]","(49,367]","(118,222]",0,0,44.22244061355,"(28.9,74.4]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.660839160839161,"(0.641,0.717]"
"March",2012-03-19 16:00:00,"1",27.06,31.06,50,15.0013,65,320,385,"16","Monday","2012","Printemps","Beau temps","(47,62]","(26.2,41]","(24.2,31.1]","(13,17]","(49,367]","(222,886]",0,0,35.8280308810247,"(28.9,74.4]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.831168831168831,"(0.817,0.855]"
"March",2012-03-19 17:00:00,"1",26.24,31.06,53,15.0013,106,615,721,"17","Monday","2012","Printemps","Beau temps","(47,62]","(20.5,26.2]","(24.2,31.1]","(13,17]","(49,367]","(222,886]",0,0,25.6813111323826,"(1.01,28.9]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.852981969486824,"(0.817,0.855]"
"March",2012-03-19 18:00:00,"1",26.24,31.06,57,16.9979,120,681,801,"18","Monday","2012","Printemps","Beau temps","(47,62]","(20.5,26.2]","(24.2,31.1]","(13,17]","(49,367]","(222,886]",0,0,14.5994859393885,"(1.01,28.9]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.850187265917603,"(0.817,0.855]"
"March",2012-03-19 19:00:00,"1",25.42,30.305,61,15.0013,86,463,549,"19","Monday","2012","Printemps","Beau temps","(47,62]","(20.5,26.2]","(24.2,31.1]","(13,17]","(49,367]","(222,886]",0,0,3.20548071792908,"(1.01,28.9]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.843351548269581,"(0.817,0.855]"
"March",2012-03-19 20:00:00,"1",24.6,30.305,64,15.0013,34,296,330,"20","Monday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","(13,17]","(17,49]","(222,886]",0,0,-8.66437980283443,"(-28,1.01]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.896969696969697,"(0.889,0.923]"
"March",2012-03-19 21:00:00,"1",24.6,30.305,64,11.0014,33,190,223,"21","Monday","2012","Printemps","Beau temps","(62,77]","(20.5,26.2]","(24.2,31.1]","(7,13]","(17,49]","(118,222]",0,0,-20.0645249353217,"(-28,1.01]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.852017937219731,"(0.817,0.855]"
"March",2012-03-19 22:00:00,"1",22.96,26.515,73,11.0014,17,131,148,"22","Monday","2012","Printemps","Nuageux","(62,77]","(20.5,26.2]","(24.2,31.1]","(7,13]","(4,17]","(118,222]",0,0,-30.8086800649798,"[-74.5,-28]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.885135135135135,"(0.855,0.889]"
"March",2012-03-19 23:00:00,"1",22.96,26.515,78,8.9981,9,45,54,"23","Monday","2012","Printemps","Nuageux","(77,100]","(20.5,26.2]","(24.2,31.1]","(7,13]","(4,17]","(36,118]",0,0,-40.2700707198345,"[-74.5,-28]",2.44652123402607,443,"(2.31,2.45]","(433,501]",0.833333333333333,"(0.817,0.855]"
"April",2012-04-01 00:00:00,"0",14.76,16.665,76,16.9979,8,59,67,"0","Sunday","2012","Été","Nuageux","(62,77]","(13.9,20.5]","[0.76,16.7]","(13,17]","(4,17]","(36,118]",0,0,-43.3564822902189,"[-74.5,-28]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.880597014925373,"(0.855,0.889]"
"April",2012-04-01 01:00:00,"0",14.76,17.425,76,11.0014,13,49,62,"1","Sunday","2012","Été","Nuageux","(62,77]","(13.9,20.5]","(16.7,24.2]","(7,13]","(4,17]","(36,118]",0,0,-46.3237638246049,"[-74.5,-28]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.790322580645161,"(0.77,0.817]"
"April",2012-04-01 02:00:00,"0",14.76,17.425,76,11.0014,20,61,81,"2","Sunday","2012","Été","Nuageux","(62,77]","(13.9,20.5]","(16.7,24.2]","(7,13]","(17,49]","(36,118]",0,0,-45.0046022560081,"[-74.5,-28]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.753086419753086,"(0.717,0.77]"
"April",2012-04-01 03:00:00,"0",13.94,16.665,81,8.9981,4,21,25,"3","Sunday","2012","Été","Nuageux","(77,100]","[0.82,13.9]","[0.76,16.7]","(7,13]","[0,4]","[0,36]",0,0,-39.7435548654701,"[-74.5,-28]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.84,"(0.817,0.855]"
"April",2012-04-01 04:00:00,"0",13.94,17.425,81,6.0032,3,9,12,"4","Sunday","2012","Été","Nuageux","(77,100]","[0.82,13.9]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,0,-31.6300849381649,"[-74.5,-28]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.75,"(0.717,0.77]"
"April",2012-04-01 05:00:00,"0",13.94,17.425,81,6.0032,8,10,18,"5","Sunday","2012","Été","Nuageux","(77,100]","[0.82,13.9]","(16.7,24.2]","[0,7]","(4,17]","[0,36]",0,0,-21.7297316115035,"(-28,1.01]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.555555555555556,"[0,0.641]"
"April",2012-04-01 06:00:00,"0",14.76,17.425,76,8.9981,9,88,97,"6","Sunday","2012","Été","Nuageux","(62,77]","(13.9,20.5]","(16.7,24.2]","(7,13]","(4,17]","(36,118]",0,0,-10.791833627222,"(-28,1.01]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.907216494845361,"(0.889,0.923]"
"April",2012-04-01 07:00:00,"0",14.76,17.425,71,8.9981,29,55,84,"7","Sunday","2012","Été","Nuageux","(62,77]","(13.9,20.5]","(16.7,24.2]","(7,13]","(17,49]","(36,118]",0,0,1.08015534427588,"(1.01,28.9]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.654761904761905,"(0.641,0.717]"
"April",2012-04-01 08:00:00,"0",14.76,18.18,76,6.0032,37,88,125,"8","Sunday","2012","Été","Nuageux","(62,77]","(13.9,20.5]","(16.7,24.2]","[0,7]","(17,49]","(36,118]",0,0,12.4365565180329,"(1.01,28.9]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.704,"(0.641,0.717]"
"April",2012-04-01 09:00:00,"0",14.76,17.425,81,8.9981,102,173,275,"9","Sunday","2012","Été","Nuageux","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","(49,367]","(118,222]",0,0,23.9376142440323,"(1.01,28.9]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.629090909090909,"[0,0.641]"
"April",2012-04-01 10:00:00,"0",16.4,20.455,71,7.0015,132,228,360,"10","Sunday","2012","Été","Nuageux","(62,77]","(13.9,20.5]","(16.7,24.2]","[0,7]","(49,367]","(222,886]",0,0,34.9239805404319,"(28.9,74.4]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.633333333333333,"[0,0.641]"
"April",2012-04-01 11:00:00,"0",16.4,20.455,71,12.998,180,271,451,"11","Sunday","2012","Été","Nuageux","(62,77]","(13.9,20.5]","(16.7,24.2]","(7,13]","(49,367]","(222,886]",0,0,44.7449520409004,"(28.9,74.4]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.600886917960089,"[0,0.641]"
"April",2012-04-01 12:00:00,"0",17.22,21.21,67,15.0013,187,258,445,"12","Sunday","2012","Été","Nuageux","(62,77]","(13.9,20.5]","(16.7,24.2]","(13,17]","(49,367]","(222,886]",0,0,52.2896233765933,"(28.9,74.4]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.579775280898876,"[0,0.641]"
"April",2012-04-01 13:00:00,"0",18.04,21.97,62,12.998,190,274,464,"13","Sunday","2012","Été","Nuageux","(47,62]","(13.9,20.5]","(16.7,24.2]","(7,13]","(49,367]","(222,886]",0,0,55.8957791519189,"(28.9,74.4]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.59051724137931,"[0,0.641]"
"April",2012-04-01 14:00:00,"0",19.68,23.485,55,15.0013,283,278,561,"14","Sunday","2012","Été","Nuageux","(47,62]","(13.9,20.5]","(16.7,24.2]","(13,17]","(49,367]","(222,886]",0,0,54.307689026759,"(28.9,74.4]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.49554367201426,"[0,0.641]"
"April",2012-04-01 15:00:00,"0",20.5,24.24,55,16.9979,295,278,573,"15","Sunday","2012","Été","Beau temps","(47,62]","(13.9,20.5]","(16.7,24.2]","(13,17]","(49,367]","(222,886]",0,0,48.1281603744369,"(28.9,74.4]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.485165794066318,"[0,0.641]"
"April",2012-04-01 16:00:00,"0",21.32,25,52,16.9979,236,275,511,"16","Sunday","2012","Été","Beau temps","(47,62]","(20.5,26.2]","(24.2,31.1]","(13,17]","(49,367]","(222,886]",0,0,39.0564676494829,"(28.9,74.4]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.538160469667319,"[0,0.641]"
"April",2012-04-01 17:00:00,"0",21.32,25,55,19.0012,232,323,555,"17","Sunday","2012","Été","Beau temps","(47,62]","(20.5,26.2]","(24.2,31.1]","(17,57]","(49,367]","(222,886]",0,0,28.448498766502,"(1.01,28.9]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.581981981981982,"[0,0.641]"
"April",2012-04-01 18:00:00,"0",21.32,25,52,19.9995,153,279,432,"18","Sunday","2012","Été","Beau temps","(47,62]","(20.5,26.2]","(24.2,31.1]","(17,57]","(49,367]","(222,886]",0,0,17.1055445408613,"(1.01,28.9]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.645833333333333,"(0.641,0.717]"
"April",2012-04-01 19:00:00,"0",21.32,25,55,15.0013,110,236,346,"19","Sunday","2012","Été","Beau temps","(47,62]","(20.5,26.2]","(24.2,31.1]","(13,17]","(49,367]","(222,886]",0,0,5.56164198499306,"(1.01,28.9]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.682080924855491,"(0.641,0.717]"
"April",2012-04-01 20:00:00,"0",20.5,24.24,59,15.0013,66,166,232,"20","Sunday","2012","Été","Nuageux","(47,62]","(13.9,20.5]","(16.7,24.2]","(13,17]","(49,367]","(118,222]",0,0,-6.16038334196833,"(-28,1.01]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.71551724137931,"(0.641,0.717]"
"April",2012-04-01 21:00:00,"0",20.5,24.24,59,11.0014,33,101,134,"21","Sunday","2012","Été","Nuageux","(47,62]","(13.9,20.5]","(16.7,24.2]","(7,13]","(17,49]","(36,118]",0,0,-17.3306844715345,"(-28,1.01]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.753731343283582,"(0.717,0.77]"
"April",2012-04-01 22:00:00,"0",20.5,24.24,63,7.0015,7,61,68,"22","Sunday","2012","Été","Pluvieux (-)","(62,77]","(13.9,20.5]","(16.7,24.2]","[0,7]","(4,17]","(36,118]",0,0,-27.6714753855533,"(-28,1.01]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.897058823529412,"(0.889,0.923]"
"April",2012-04-01 23:00:00,"0",18.86,22.725,72,0,10,53,63,"23","Sunday","2012","Été","Pluvieux (-)","(62,77]","(13.9,20.5]","(16.7,24.2]","[0,7]","(4,17]","(36,118]",0,0,-36.5479613806701,"[-74.5,-28]",2.31377556070234,456,"(1.69,2.31]","(433,501]",0.841269841269841,"(0.817,0.855]"
"April",2012-04-02 00:00:00,"1",18.04,21.97,82,7.0015,6,11,17,"0","Monday","2012","Été","Pluvieux (-)","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","(4,17]","[0,36]",0,1,-43.0175876138711,"[-74.5,-28]",2.31377556070234,457,"(1.69,2.31]","(433,501]",0.647058823529412,"(0.641,0.717]"
"April",2012-04-02 01:00:00,"1",17.22,21.21,88,6.0032,0,5,5,"1","Monday","2012","Été","Pluvieux (-)","(77,100]","(13.9,20.5]","(16.7,24.2]","[0,7]","[0,4]","[0,36]",0,1,-45.9441199698305,"[-74.5,-28]",2.31377556070234,457,"(1.69,2.31]","(433,501]",1,"(0.986,1]"
"April",2012-04-02 02:00:00,"1",18.04,21.97,94,8.9981,2,3,5,"2","Monday","2012","Été","Pluvieux (-)","(77,100]","(13.9,20.5]","(16.7,24.2]","(7,13]","[0,4]","[0,36]",0,1,-44.6134140292179,"[-74.5,-28]",2.31377556070234,457,"(1.69,2.31]","(433,501]",0.6,"[0,0.641]"
"April",2012-04-02 04:00:00,"1",16.4,20.455,76,32.9975,2,2,4,"4","Monday","2012","Été","Beau temps","(62,77]","(13.9,20.5]","(16.7,24.2]","(17,57]","[0,4]","[0,36]",0,1,-31.2807564592091,"[-74.5,-28]",2.31377556070234,457,"(1.69,2.31]","(433,501]",0.5,"[0,0.641]"
"April",2012-04-02 05:00:00,"1",16.4,20.455,76,32.9975,2,22,24,"5","Monday","2012","Été","Beau temps","(62,77]","(13.9,20.5]","(16.7,24.2]","(17,57]","[0,4]","[0,36]",0,1,-21.4043641962359,"(-28,1.01]",2.31377556070234,457,"(1.69,2.31]","(433,501]",0.916666666666667,"(0.889,0.923]"
